舰船,耐久,炮击,雷击,防空,航空,装填,射程,命中,机动,航速,幸运,反潜
武藏,10860.913700000001,473.63874000000004,0.0,230.04862,0.0,154.63916,0.0,72.26232,36.93676000000001,26.5,33.0,0.0
飞鹰,5204.5014200000005,0.0,0.0,247.48456000000002,279.35028,157.89442,0.0,78.46968,68.83004,25.5,43.0,81.02746
隼鹰,5204.5014200000005,0.0,0.0,247.48456000000002,279.35028,157.89442,0.0,78.46968,68.83004,25.5,80.0,79.33676000000001
凤翔,3621.8525200000004,0.0,0.0,257.83016,286.92080000000004,176.54300000000003,0.0,81.67406000000001,67.0132,25.0,79.0,92.86236
祥凤,4283.40064,0.0,0.0,248.36754000000002,279.35028,178.10756,0.0,78.46968,70.21758,28.0,24.0,84.40886
龙骧,4279.00376,0.0,0.0,252.12736,347.71286000000003,179.54598000000001,0.0,90.02580000000002,82.95984000000001,28.0,42.0,72.7001
赤城,6588.48618,0.0,0.0,323.41130000000004,409.99422000000004,131.04462,0.0,90.37984000000002,54.39708,31.5,42.0,0.0
加贺,6771.522739999999,0.0,0.0,323.91586,408.55580000000003,131.04462,0.0,90.37984000000002,49.123580000000004,28.0,42.0,0.0
苍龙,5246.19334,0.0,0.0,313.31798,390.3609,121.7834,0.0,85.23248000000001,56.844620000000006,34.0,36.0,0.0
飞龙,5468.41492,0.0,0.0,311.24886,391.92546,121.7834,0.0,85.23248000000001,56.844620000000006,34.0,36.0,0.0
翔鹤,6729.10684,0.0,0.0,349.67915999999997,412.69404000000003,120.34498,0.0,87.80616,56.844620000000006,34.2,49.0,0.0
瑞鹤,7193.30946,0.0,0.0,323.91586,414.81404000000003,120.34498,0.0,87.80616,57.47532,34.5,73.0,0.0
大凤,7310.47762,0.0,0.0,319.3992,400.05142,120.34498,0.0,82.6588,55.02778,33.3,36.0,0.0
信浓,8616.93928,0.0,0.0,317.83464000000004,437.62736,126.47708,0.0,78.82372,49.123580000000004,28.0,32.0,0.0
明石,4125.3641800000005,44.059960000000004,0.0,160.68328,0.0,181.23668,0.0,107.33560000000001,45.81744,19.2,53.0,0.0
Z1,2053.2518,65.9638,450.19472,154.60206,0.0,207.70806000000002,0.0,189.7665,186.96280000000002,41.0,40.0,197.33384
Z23,2125.618,120.59726,327.70112,150.7161,0.0,200.0114,0.0,192.34018,198.08962000000002,42.0,65.0,201.77524
Z25,2116.08012,120.59726,327.70112,154.0975,0.0,190.75018,0.0,185.67914,195.69296,43.2,72.0,201.77524
柯尼斯堡,3372.40166,152.94846,273.34432000000004,334.00918,0.0,175.10458,0.0,153.07990000000004,122.82220000000001,32.0,42.0,104.31884000000001
卡尔斯鲁厄,3372.40166,152.94846,273.34432000000004,334.00918,0.0,175.10458,0.0,153.07990000000004,122.82220000000001,32.0,39.0,87.66412
科隆,3372.40166,152.94846,273.34432000000004,334.00918,0.0,175.10458,0.0,153.07990000000004,122.82220000000001,32.0,62.0,105.37884000000001
科隆.改,3612.40166,172.94846,318.34432000000004,349.00918,0.0,180.10458,0.0,153.07990000000004,122.82220000000001,32.0,62.0,105.37884000000001
莱比锡,3495.08394,148.50706,270.59362,347.61003999999997,0.0,186.05650000000003,0.0,158.85796,117.52432,32.0,67.0,99.24673999999999
希佩尔海军上将,4970.2234,251.3896,190.75018,189.60008,0.0,176.54300000000003,0.0,128.37872,61.8881,25.6,66.0,0.0
布吕歇尔,4612.9292,289.6715,240.8161,208.72672000000003,0.0,182.92738000000003,0.0,128.37872,61.131260000000005,25.6,17.0,0.0
欧根亲王,6252.2934,226.88558,153.20074,205.34532,0.0,182.92738000000003,0.0,128.37872,62.5188,25.6,78.0,0.0
德意志,4018.25542,301.55728,220.35067999999998,154.0975,0.0,176.54300000000003,0.0,131.70924000000002,53.96566000000001,22.4,72.0,0.0
斯佩伯爵海军上将,4361.922260000001,298.04974,216.46472,154.0975,0.0,174.85229999999999,0.0,125.80504,54.596360000000004,22.8,36.0,0.0
沙恩霍斯特,7455.26196,366.41232,154.07736,248.36754000000002,0.0,157.89442,0.0,66.58602,38.804480000000005,31.0,43.0,0.0
格奈森瑙,7455.26196,366.41232,154.07736,248.36754000000002,0.0,157.89442,0.0,66.58602,38.804480000000005,31.0,64.0,0.0
俾斯麦,8762.42322,423.32054,0.0,208.22216000000003,0.0,152.94846,0.0,73.75162,33.708000000000006,30.0,32.0,0.0
提尔比茨,8401.533500000001,423.32054,217.22156,208.22216000000003,0.0,150.3239,0.0,67.34286,33.708000000000006,30.0,45.0,0.0
齐柏林伯爵,7488.995400000001,0.0,0.0,319.3992,423.62158000000005,127.91550000000001,0.0,87.80616,50.537620000000004,33.8,45.0,0.0
鞍山,2277.5382600000003,131.04462,228.17347999999998,172.16414,0.0,201.7021,0.0,206.46998000000002,207.45048,45.6,81.0,200.46295999999998
鞍山.改,2442.5382600000003,171.04462,308.17348,172.16414,0.0,201.7021,0.0,206.46998000000002,237.45048,45.6,81.0,200.46295999999998
鞍山.改(主力),3714.4958600000004,171.04462,308.17348,172.16414,0.0,201.7021,0.0,206.46998000000002,195.05048,45.6,81.0,200.46295999999998
抚顺,2277.5382600000003,128.29392,231.30259999999998,174.23326,0.0,201.7021,0.0,203.89630000000002,207.45048,45.6,51.0,200.46295999999998
长春,2277.5382600000003,131.04462,228.17347999999998,172.16414,0.0,200.0114,0.0,201.82718000000003,207.45048,45.6,61.0,200.46295999999998
长春.改,2442.5382600000003,171.04462,308.17348,172.16414,0.0,200.0114,0.0,201.82718000000003,237.45048,45.6,61.0,200.46295999999998
长春.改(主力),3714.4958600000004,171.04462,308.17348,172.16414,0.0,200.0114,0.0,201.82718000000003,195.05048,45.6,61.0,200.46295999999998
太原,2277.5382600000003,128.29392,229.61190000000002,174.23326,0.0,200.0114,0.0,204.527,207.45048,45.6,71.0,200.46295999999998
太原.改,2442.5382600000003,168.29392,309.6119,174.23326,0.0,200.0114,0.0,204.527,237.45048,45.6,71.0,200.46295999999998
太原.改(主力),3714.4958600000004,168.29392,309.6119,174.23326,0.0,200.0114,0.0,204.527,195.05048,45.6,71.0,200.46295999999998
逸仙,1884.9503000000002,120.59726,0.0,347.23162,0.0,182.92738000000003,0.0,146.84816,91.15894,19.0,64.0,55.79310000000001
逸仙.改,2124.9503000000004,175.59726,0.0,382.23162,0.0,187.92738000000003,0.0,146.84816,106.15894,19.0,64.0,55.79310000000001
宁海,1982.70138,146.9425,234.55786,289.74994,0.0,182.92738000000003,0.0,152.75236,85.96282000000001,23.2,51.0,76.0815
平海,1950.5802,146.9425,234.55786,257.83016,0.0,182.92738000000003,0.0,155.32604,83.38914,21.3,47.0,76.0815
阿芙乐尔,3372.8882000000003,104.95166,223.60594000000003,160.17872,0.0,150.3239,0.0,130.9524,91.15894,19.0,55.0,57.60994000000001
贝利,1826.31004,87.86764000000001,320.1306,172.16414,0.0,204.83122,0.0,201.82718000000003,204.2461,44.4,70.0,192.64016
Z19,2033.1669200000001,68.58836000000001,440.63034,149.32856,0.0,201.44982000000002,0.0,200.43964,186.96280000000002,43.2,39.0,192.64016
Z20,1993.7540000000001,65.58538000000001,433.56438,145.4426,0.0,197.00842,0.0,200.43964,186.96280000000002,43.2,71.0,189.51104
Z21,1993.7540000000001,65.58538000000001,433.56438,145.4426,0.0,197.00842,0.0,200.43964,186.96280000000002,43.2,42.0,190.82332
Z46,2595.58066,90.49220000000001,452.81928,255.76104,0.0,212.65402000000003,0.0,197.73982,189.41034,43.2,63.0,210.65804
岛风,2362.8990000000003,76.5373,602.38846,161.56626,0.0,225.04435999999998,0.0,221.98732,285.66788,48.72,41.0,210.65804
神风,1561.7499400000002,60.76556,404.36668000000003,139.36138000000003,0.0,209.39876,0.0,201.19648,243.70778,44.8,86.0,203.08751999999998
松风,1561.7499400000002,59.32714000000001,404.36668000000003,131.0849,0.0,203.14052,0.0,201.19648,239.36814,44.8,45.0,186.12964
睦月,1487.7439200000003,59.32714000000001,427.93684,138.35226000000003,0.0,197.00842,0.0,195.16614,243.70778,44.7,35.0,181.56210000000002
如月,1487.7439200000003,59.32714000000001,427.93684,138.35226000000003,0.0,197.00842,0.0,195.16614,243.70778,44.7,15.0,179.49298000000002
卯月,1487.7439200000003,59.32714000000001,427.93684,138.35226000000003,0.0,197.00842,0.0,195.16614,243.70778,44.7,37.0,181.56210000000002
水无月,1487.7439200000003,59.32714000000001,427.93684,138.35226000000003,0.0,197.00842,0.0,195.16614,243.70778,44.7,45.0,168.79334
文月,1516.3066800000001,60.76556,438.93964,128.88964,0.0,201.44982000000002,0.0,195.16614,243.70778,44.7,27.0,184.3128
长月,1516.3066800000001,60.76556,438.93964,128.88964,0.0,201.44982000000002,0.0,195.16614,243.70778,44.7,35.0,187.6942
三日月,1487.7439200000003,59.32714000000001,427.93684,138.35226000000003,0.0,197.00842,0.0,195.16614,243.70778,44.7,40.0,182.87438
海风,1682.00694,64.02082,494.91188000000005,139.7398,0.0,200.0114,0.0,209.92664000000002,239.36814,40.8,50.0,184.69122000000002
山风,1682.00694,65.9638,488.90592,139.7398,0.0,200.0114,0.0,209.92664000000002,239.36814,40.8,35.0,187.94648
江风,1830.8267000000003,70.02678,545.3318399999999,161.18784,0.0,217.22156,0.0,209.92664000000002,239.36814,40.8,38.0,200.46295999999998
清波,2055.34318,59.32714000000001,497.66258000000005,138.35226000000003,0.0,210.96332,0.0,213.13102,239.99884,42.0,46.0,184.69122000000002
新月,2445.3076400000004,76.91572000000001,370.72758,193.9906,0.0,210.96332,0.0,201.82718000000003,225.66764,39.6,32.0,200.21068
春月,2445.3076400000004,74.97274,363.53548,194.36902000000003,0.0,210.96332,0.0,207.10067999999998,225.66764,39.6,61.0,207.65506000000002
宵月,2445.3076400000004,74.97274,363.53548,200.07182000000003,0.0,210.96332,0.0,206.46998000000002,225.66764,39.6,61.0,200.21068
拉德福特,2054.83862,85.92466000000002,283.66554,172.54256,0.0,201.44982000000002,0.0,216.58768,205.00294000000002,45.6,80.0,206.34278000000003
杰金斯,2080.07086,85.92466000000002,283.66554,172.54256,0.0,201.44982000000002,0.0,216.58768,203.61540000000002,43.2,81.0,206.34278000000003
尼古拉斯,2115.59782,87.48922000000002,291.23606,178.24536,0.0,207.70806000000002,0.0,216.58768,200.66330000000002,42.0,80.0,212.60102
里士满,3237.70958,142.24882000000002,207.70806000000002,281.09504,0.0,182.67510000000001,0.0,151.99552,124.00834,35.0,69.0,92.9885
火奴鲁鲁,3470.40502,164.15266,0.0,307.23676,0.0,181.23668,0.0,158.65655999999998,103.72418,32.5,50.0,99.24673999999999
圣路易斯,3604.6943,171.72317999999999,0.0,316.95166,0.0,186.05650000000003,0.0,166.37759999999997,103.72418,32.5,65.0,101.31586000000001
丘比特,1536.39156,76.91572000000001,364.84776000000005,156.29276000000002,0.0,201.44982000000002,0.0,213.13102,262.80792,43.2,52.0,210.65804
泽西,1536.39156,76.91572000000001,364.84776000000005,156.29276000000002,0.0,201.44982000000002,0.0,213.13102,262.80792,43.2,20.0,210.65804
川内,2540.10556,150.19776000000002,327.04816,276.45223999999996,0.0,186.05650000000003,0.0,151.99552,124.33588,35.3,42.0,107.70024000000001
神通,2615.27334,156.20372,337.36938000000004,285.10714,0.0,192.1886,0.0,151.99552,124.33588,35.3,38.0,99.49902
那珂,2540.10556,151.51004,337.1171,286.79783999999995,0.0,186.05650000000003,0.0,151.99552,124.33588,35.3,53.0,104.31884000000001
浦风,2083.1491,64.02082,502.10398000000004,149.32856,0.0,201.44982000000002,0.0,201.19648,239.99884,42.0,27.0,165.53808
矶风,2083.1491,65.58538000000001,502.10398000000004,149.70698000000002,0.0,201.44982000000002,0.0,201.19648,239.99884,42.0,18.0,198.64612
滨风,2083.1491,65.45924000000001,512.55134,150.33768,0.0,201.44982000000002,0.0,201.82718000000003,239.99884,42.0,58.0,187.94648
谷风,2083.1491,65.45924000000001,512.55134,154.0975,0.0,197.00842,0.0,201.82718000000003,239.99884,42.0,52.0,165.53808
三笠,5372.3683200000005,334.76708,0.0,172.54256,0.0,163.90037999999998,0.0,72.26232,26.011340000000004,18.0,95.0,0.0
阿贺野,3159.8663600000004,148.38092,353.46654,323.41130000000004,0.0,168.84634,0.0,148.66500000000002,119.6687,35.6,21.0,79.33676000000001
能代,3278.5853,175.10458,373.47828,334.00918,0.0,181.23668,0.0,171.90338,119.6687,35.56,55.0,97.80832
酒匂,3374.0902400000004,170.28476000000003,377.66740000000004,334.00918,0.0,179.79826000000003,0.0,175.10776,130.16482,35.56,74.0,101.31586000000001
无敌,1683.26834,76.28502,394.8023,157.30188,0.0,201.44982000000002,0.0,197.73982,262.80792,43.2,76.0,223.42680000000001
火枪手,1683.26834,76.28502,400.17756,156.79732,0.0,201.7021,0.0,195.16614,262.80792,43.2,67.0,223.42680000000001
斐济,3587.00608,159.33284,269.02906,255.76104,0.0,182.92738000000003,0.0,172.2818,115.50608000000001,32.0,11.0,117.46602000000001
牙买加,3636.8907400000003,157.89442,269.15520000000004,329.49252,0.0,182.67510000000001,0.0,170.46496000000002,115.50608000000001,32.0,67.0,123.85040000000001
蒙彼利埃,4361.68058,170.28476000000003,0.0,334.00918,0.0,194.00544000000002,0.0,163.80391999999998,106.72716000000001,32.5,72.0,104.1927
丹佛,4307.783820000001,157.64214,0.0,321.46832,0.0,186.05650000000003,0.0,161.23023999999998,106.72716000000001,32.5,69.0,100.81129999999999
朝潮,1937.65986,62.5824,508.10994,149.70698000000002,0.0,196.75614000000002,0.0,200.43964,239.99884,42.0,32.0,189.51104
大潮,1937.65986,62.5824,509.6745,150.33768,0.0,196.75614000000002,0.0,201.19648,239.99884,42.0,40.0,171.67018000000002
满潮,1964.3305200000002,62.5824,509.80064,150.7161,0.0,197.00842,0.0,201.82718000000003,239.99884,42.0,48.0,189.51104
荒潮,1937.65986,62.5824,509.6745,149.32856,0.0,197.00842,0.0,201.19648,239.99884,42.0,32.0,187.6942
小贝法,3232.0375200000003,159.33284,324.82428,283.03802,0.0,186.05650000000003,0.0,160.4734,110.53574,32.0,89.0,148.07564000000002
阿贝克隆比,3778.02444,286.66852,0.0,182.50974000000002,0.0,148.38092,0.0,81.77582,61.86372000000001,12.5,38.0,0.0
苏塞克斯,3461.5444800000005,203.14052,215.78314000000003,255.76104,0.0,160.77126,0.0,116.84698000000002,71.72702000000001,25.6,68.0,0.0
伊19,2166.0623,59.32714000000001,549.77324,0.0,0.0,110.83148,0.0,170.46496000000002,45.288500000000006,18.8,19.0,0.0
伊26,2067.9593,61.143980000000006,520.1218600000001,0.0,0.0,109.39306,0.0,164.56076,45.288500000000006,18.8,26.0,0.0
伊58,2080.70156,59.32714000000001,503.79468,0.0,0.0,79.54028,0.0,169.07742000000002,37.567460000000004,14.4,58.0,0.0
U-81,1309.3014,50.318200000000004,555.90534,0.0,0.0,109.39306,0.0,174.98162000000002,37.567460000000004,14.4,23.0,0.0
鲦鱼,1692.1755200000002,71.71748000000001,503.79468,0.0,0.0,90.49220000000001,0.0,178.8167,41.95798,16.8,68.0,0.0
U-47,1297.1898400000002,48.375220000000006,530.8215,0.0,0.0,110.83148,0.0,178.186,37.567460000000004,14.4,32.0,0.0
U-557,1261.91516,44.059960000000004,499.10100000000006,0.0,0.0,84.23396000000001,0.0,166.62987999999999,37.567460000000004,14.4,18.0,0.0
Z35,2092.9170000000004,80.9787,440.63034,182.50974000000002,0.0,201.44982000000002,0.0,198.37052,200.03260000000003,43.2,35.0,203.08751999999998
Z18,2033.1669200000001,68.58836000000001,440.63034,149.32856,0.0,201.44982000000002,0.0,200.43964,186.96280000000002,43.2,38.0,192.64016
凯旋,2021.8853400000003,131.54918,267.59064,167.26906,0.0,207.96034,0.0,204.527,266.39072000000004,54.0,77.0,207.65506000000002
福尔班,1377.0248,70.02678,409.99422000000004,138.73067999999998,0.0,193.50088000000002,0.0,204.527,251.63022,39.6,69.0,189.51104
埃米尔·贝尔汀,3185.4303800000002,161.02354,273.5966,272.81856,0.0,173.41388000000003,0.0,170.41408,134.98252,34.0,67.0,144.5681
絮库夫,2819.2745800000002,139.24584000000002,509.6745,0.0,0.0,76.5373,0.0,167.13444,22.48154,14.8,60.0,0.0
勒马尔,1377.0248,70.02678,409.99422000000004,138.73067999999998,0.0,193.50088000000002,0.0,204.527,251.63022,39.6,24.0,187.6942
敦刻尔克,6788.94702,357.65566,0.0,227.17178,0.0,163.90037999999998,0.0,71.48110000000001,41.95798,31.0,35.0,0.0
让·巴尔,8036.05716,419.9370200000001,0.0,242.03404,0.0,179.79826000000003,0.0,67.8983,42.714819999999996,32.0,17.0,0.0
马萨诸塞,7783.18992,414.9423,0.0,400.9556,0.0,156.456,0.0,74.50846,33.2787,27.5,82.0,0.0
布什,2054.83862,85.92466000000002,282.35326,189.60008,0.0,201.44982000000002,0.0,218.6568,200.66330000000002,42.0,34.0,206.34278000000003
半人马,6627.01082,0.0,0.0,268.30190000000005,421.2493,160.77126,0.0,95.80386,70.21758,28.0,73.0,126.97952000000001
埃塞克斯,6647.0957,0.0,0.0,331.94006,433.69052,131.04462,0.0,88.563,55.02778,33.0,90.0,0.0
大青花鱼,1924.2869,61.143980000000006,526.3801000000001,0.0,0.0,95.43816000000001,0.0,193.32492000000002,41.95798,16.8,79.0,0.0
鲁莽,1571.7923799999999,93.99974,394.29774,172.54256,0.0,192.1886,0.0,207.10067999999998,237.92972,42.0,41.0,187.94648
孟菲斯,3301.3965000000003,146.69022,212.40174000000002,295.45274000000006,0.0,185.80422000000002,0.0,151.99552,116.56608000000001,35.0,67.0,82.71816000000001
纽卡斯尔,3688.56998,145.2518,285.2301,347.23162,0.0,179.54598000000001,0.0,160.4734,115.50608000000001,32.0,78.0,84.78728000000001
霍比,1826.31004,87.86764000000001,320.1306,172.16414,0.0,204.83122,0.0,201.82718000000003,205.00294000000002,45.0,68.0,212.60102
科尔克,1826.31004,87.86764000000001,320.1306,172.16414,0.0,204.83122,0.0,201.82718000000003,205.00294000000002,45.0,75.0,193.95244
明尼阿波利斯,4152.318920000001,258.83398,0.0,248.36754000000002,0.0,182.92738000000003,0.0,128.40310000000002,57.09478,26.16,76.0,0.0
黑泽伍德,2054.83862,85.92466000000002,283.66554,172.54256,0.0,197.00842,0.0,216.58768,200.66330000000002,42.0,75.0,218.98540000000003
康克德,3301.3965000000003,146.69022,215.40472,295.45274000000006,0.0,185.80422000000002,0.0,151.99552,116.56608000000001,35.0,67.0,82.71816000000001
天城,7654.4317200000005,421.2493,214.09244,187.27868,0.0,148.38092,0.0,68.93180000000001,41.20114,30.0,23.0,0.0
加贺,8303.97216,423.87386,217.22156,187.27868,0.0,149.81934,0.0,71.63162,39.51044,26.5,42.0,0.0
旗风,1561.7499400000002,60.76556,404.36668000000003,139.36138000000003,0.0,203.14052,0.0,201.19648,243.70778,44.76,87.0,189.25876
卷波,2157.96284,70.27906,526.3801000000001,156.29276000000002,0.0,215.40472,0.0,207.10067999999998,239.99884,42.0,40.0,193.95244
天狼星,3744.78814,151.51004,161.02354,385.40964,0.0,182.67510000000001,0.0,169.45584000000002,111.16644,32.25,70.0,164.22580000000002
库拉索,2981.44822,134.29988,0.0,154.60206,0.0,182.92738000000003,0.0,168.82514,106.01908,29.0,24.0,53.97626
杓鹬,2789.5044800000005,128.29392,0.0,179.00220000000002,0.0,190.49790000000002,0.0,166.37759999999997,106.01908,29.0,45.0,53.97626
金伯利,2054.83862,83.04782000000002,283.66554,182.50974000000002,0.0,201.44982000000002,0.0,218.6568,200.66330000000002,42.0,77.0,206.34278000000003
马拉尼,2115.59782,90.49220000000001,291.23606,172.54256,0.0,206.26964,0.0,215.95698000000002,200.66330000000002,42.0,89.0,212.60102
追赶者,4707.197120000001,0.0,0.0,257.83016,299.74044000000004,186.05650000000003,0.0,86.69528,62.95022,18.0,82.0,144.5681
独立,4796.55194,0.0,0.0,268.68032,310.06165999999996,182.67510000000001,0.0,89.39510000000001,83.18562000000001,31.0,78.0,109.01252000000001
独立.改,5006.55194,0.0,0.0,338.68032,330.06165999999996,202.67510000000001,0.0,89.39510000000001,83.18562000000001,31.0,78.0,109.01252000000001
香格里拉,6647.0957,0.0,0.0,331.94006,430.93982000000005,131.04462,0.0,91.13668000000001,55.02778,33.0,83.0,0.0
Z2,2053.2518,84.48624000000001,433.3121,154.60206,0.0,206.26964,0.0,192.34018,186.96280000000002,43.2,44.0,197.33384
邦克山,6610.50874,0.0,0.0,309.6843,425.31228000000004,131.04462,0.0,82.78493999999999,55.02778,33.0,35.0,0.0
伊13,2657.8387000000002,50.192060000000005,514.2420400000001,0.0,252.82802,109.14077999999999,0.0,172.2818,36.93676000000001,13.4,20.0,0.0
铃谷,4176.69044,237.56084,212.40174000000002,209.23128000000003,0.0,179.79826000000003,0.0,129.13556,80.38192,28.4,15.0,0.0
小比叡,6454.40678,363.53548,168.59405999999998,247.86298000000002,0.0,160.77126,0.0,68.93180000000001,40.570440000000005,30.0,37.0,0.0
小赤城,6250.80728,0.0,0.0,311.75342,394.55002,125.03866000000001,0.0,90.37984000000002,54.39708,31.5,42.0,0.0
小齐柏林,6983.7623,174.85229999999999,0.0,307.74132000000003,376.35512000000006,110.83148,0.0,85.35862,56.31568,33.8,45.0,0.25228
U-556,1261.91516,39.36628,499.60556,0.0,0.0,84.23396000000001,0.0,178.186,37.567460000000004,14.4,45.0,0.0
U-73,1251.11588,45.498380000000004,523.1248400000001,0.0,0.0,84.48624000000001,0.0,167.26058,37.567460000000004,14.4,35.0,0.0
Z36,2092.9170000000004,83.04782000000002,437.62736,179.00220000000002,0.0,209.39876,0.0,204.527,200.03260000000003,43.2,36.0,200.46295999999998
回声,1400.31406,73.53432000000001,360.40636,152.53294,0.0,194.00544000000002,0.0,195.16614,262.17722,42.6,65.0,207.65506000000002
小海伦娜,3246.41748,167.15564000000003,0.0,316.95166,0.0,186.05650000000003,0.0,172.53408000000002,104.48102,32.5,33.0,107.44796000000001
小克利夫兰,3601.8768200000004,162.46196,0.0,323.41130000000004,0.0,181.23668,0.0,158.78270000000003,108.11470000000001,32.5,71.0,100.81129999999999
小圣地亚哥,3226.83716,131.04462,161.02354,434.11028000000005,0.0,182.92738000000003,0.0,168.95128000000003,109.77890000000001,32.5,85.0,192.64016
确捷,3796.53416,163.90037999999998,365.10004,304.10764,0.0,190.49790000000002,0.0,163.67778,110.53574,32.0,44.0,148.20177999999999
恶毒,2021.8853400000003,137.429,273.34432000000004,138.73067999999998,0.0,206.26964,0.0,203.89630000000002,266.39072000000004,54.0,51.0,192.64016
倔强,1772.51504,103.13482,370.34916,204.3362,0.0,197.00842,0.0,213.13102,224.22922000000003,42.0,45.0,193.95244
伊25,1946.5670400000001,65.9638,514.2420400000001,0.0,0.0,70.27906,0.0,178.05986000000001,45.288500000000006,18.8,25.0,0.0
伊56,2080.70156,59.32714000000001,502.10398000000004,0.0,0.0,62.70854,0.0,166.50374000000002,37.567460000000004,14.4,46.0,0.0
伊168,1993.39784,65.9638,539.57816,0.0,0.0,115.52516,0.0,172.91250000000002,43.34552,18.4,22.0,0.0
U-101,1297.1898400000002,48.12294000000001,530.8215,0.0,0.0,110.83148,0.0,175.61232,37.567460000000004,14.4,68.0,0.0
U-522,1496.60022,43.681540000000005,505.35924000000006,0.0,0.0,84.23396000000001,0.0,178.186,37.567460000000004,14.4,22.0,0.0
阿拉巴马,7783.18992,419.00528,0.0,408.67664,0.0,154.63916,0.0,64.33988000000001,33.2787,27.5,86.0,0.0
棘鳍,1899.1808,65.9638,524.94168,0.0,0.0,93.62132000000001,0.0,192.82036000000002,41.95798,16.8,78.0,0.0
巴丹,5008.98336,0.0,0.0,276.9568,347.71286000000003,200.0114,0.0,90.02580000000002,83.18562000000001,31.0,65.0,72.7001
圣胡安,3517.5411,129.60620000000003,157.64214,429.46748,0.0,179.54598000000001,0.0,168.95128000000003,109.02206000000001,32.5,77.0,186.12964
伯明翰,4189.6447,168.59405999999998,0.0,327.92796,0.0,185.80422000000002,0.0,169.58198000000002,108.06382,32.5,48.0,99.24673999999999
艾尔温,1680.06396,81.23098,279.098,183.01430000000002,0.0,200.0114,0.0,189.7665,204.2461,44.4,83.0,197.08156
贝奇,2095.3868,76.5373,283.66554,194.36902000000003,0.0,197.00842,0.0,204.527,203.61540000000002,43.2,78.0,187.6942
黑太子,3608.2548400000005,142.5011,153.20074,377.51158000000004,0.0,179.79826000000003,0.0,169.45584000000002,111.92328,32.25,58.0,148.20177999999999
斯坦利,2095.3868,85.92466000000002,283.66554,172.54256,0.0,204.57894000000002,0.0,216.58768,200.66330000000002,42.0,90.0,206.34278000000003
利托里奥,8367.913480000001,421.2493,0.0,243.5986,0.0,154.63916,0.0,58.86498,35.852380000000004,30.0,79.0,0.0
加富尔伯爵,6831.973480000001,337.0906,146.9425,175.92396000000002,0.0,138.86742,0.0,62.1955,36.93676000000001,27.0,45.0,0.0
朱利奥·凯撒,7030.224220000001,347.15954000000005,151.51004,186.90026,0.0,149.81934,0.0,64.13848,36.93676000000001,27.0,65.0,0.0
扎拉,4942.0221,252.82802,0.0,230.04862,0.0,182.67510000000001,0.0,118.66382000000002,57.09478,26.4,75.0,0.0
特伦托,3544.44178,232.74102000000002,184.3658,186.90026,0.0,160.77126,0.0,118.66382000000002,71.39948000000001,28.8,42.0,0.0
龙骑兵,1788.3885400000001,126.47708,267.59064,160.68328,0.0,201.7021,0.0,207.10067999999998,267.39984000000004,45.6,65.0,204.90436
U-110,1463.14238,48.12294000000001,499.60556,0.0,0.0,82.6694,0.0,178.186,37.567460000000004,14.4,28.0,0.0
斯莫利,2095.3868,87.48922000000002,283.66554,189.60008,0.0,203.14052,0.0,216.58768,200.66330000000002,42.0,65.0,210.65804
加斯科涅(μ兵装),7851.638360000001,429.62754,0.0,237.13896000000003,0.0,168.59405999999998,0.0,71.85952,37.46782,32.0,0.0,0.0
赤城(μ兵装),6541.814380000001,0.0,0.0,323.41130000000004,408.55580000000003,131.04462,0.0,90.37984000000002,54.39708,31.5,42.0,0.0
克利夫兰(μ兵装),3837.2212,162.46196,0.0,323.41130000000004,0.0,189.05948,0.0,163.80391999999998,110.00680000000001,32.5,71.0,100.81129999999999
谢菲尔德(μ兵装),3559.25316,153.20074,295.55132000000003,351.24372,0.0,182.92738000000003,0.0,160.4734,115.50608000000001,32.0,78.0,87.9164
希佩尔海军上将(μ兵装),4844.7469599999995,251.3896,186.05650000000003,189.60008,0.0,176.54300000000003,0.0,128.50486,61.8881,25.6,66.0,0.0
格拉斯哥,3688.56998,151.51004,273.34432000000004,344.48091999999997,0.0,172.10160000000002,0.0,157.26902000000004,115.50608000000001,32.0,81.0,99.49902
霞,1999.85748,65.45924000000001,526.3801000000001,156.79732,0.0,201.7021,0.0,201.19648,239.99884,42.0,70.0,192.38788
霞.改,2164.8574799999997,75.45924000000001,586.3801000000001,156.79732,0.0,216.7021,0.0,201.19648,274.99884,45.0,70.0,192.38788
骏河,8229.53684,421.2493,214.09244,215.81706,0.0,139.24584000000002,0.0,68.93180000000001,37.567460000000004,28.5,37.0,0.0
龙凤,4986.165800000001,0.0,0.0,276.9568,317.63218000000006,189.05948,0.0,84.24774000000001,69.46074,26.5,70.0,112.64620000000002
哈尔西·鲍威尔,2095.3868,80.9787,281.04098,219.70302,0.0,203.14052,0.0,216.58768,200.66330000000002,42.0,55.0,213.91330000000002
比洛克西,4307.783820000001,151.51004,0.0,323.41130000000004,0.0,187.49492,0.0,168.95128000000003,110.00680000000001,32.5,68.0,100.81129999999999
浦波,1798.3779800000002,65.45924000000001,504.04696,146.45172000000002,0.0,207.96034,0.0,207.10067999999998,244.33848000000003,45.6,75.0,195.26472
威严,2495.8982600000004,124.78638000000001,179.54598000000001,204.3362,0.0,200.0114,0.0,201.19648,207.45048,45.6,60.0,199.95839999999998
